ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Total_Actual_VCUs_Issued,Actual_Issuance_Start_Date,Actual_Issuance_End_Date,t_actual_days,t_actual_years,Total_Estimated_ERs_Actual_Period,q_quotient,log_q_success_indicator,Regime,Technology_Category,Tech_Biomass and Waste,Tech_Energy Efficiency,Tech_Other_Renewable,Scale_Category,Scale_Large,Is_International,Tech_Hydro,Tech_Industrial Gases,Tech_Other,Tech_Solar,Is_CDM
792,"""14.65 MW Wind Power Project"" in Maharashtra by BF Utilities Ltd.",Det Norske Veritas- CUK,Wind: Wind,,AMS-I.D. 9.0,Registered,India,22577,ASP,2007-03-09 00:00:00,2000-04-01 00:00:00,2007-03-31 00:00:00,498515.0,2007-08-08 00:00:00,2024-06-11 00:00:00,6152.0,16.843258042436688,380270.2368240931,1.310949297960979,0.27075152970949573,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
793,Energy efficiency improvement project at ISL,RWTÜV GmbH,Biomass Energy: Bagasse power,,ACM0006 4.0,Registered,India,10627,ASP,2007-03-16 00:00:00,2007-03-16 00:00:00,2017-03-15 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
794,"Reducing heat loss into atmosphere along with the flue gases by utilizing it for preheating of combustion air of service boiler at Indo-Gulf Fertilisers (A unit of Aditya Birla Nuvo Limited), Jagdishpur",TÜV SÜD South Asia Private Limited (TÜV SÜD),EE Industry: Chemicals,,AMS-II.D. 7.0,Registered,India,1709,ASP,2007-01-14 00:00:00,2007-01-15 00:00:00,2017-01-14 00:00:00,13845.0,2008-02-22 00:00:00,2016-07-15 00:00:00,3066.0,8.394250513347023,14345.774127310062,0.9650925685246404,-0.035531256311479284,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
796,"12MW Bundled Wind Power Project in Tenkasi, Tamilnadu",Det Norske Veritas- CUK,Wind: Wind,,AMS-I.D. 9.0,Registered,India,22552,ASP,2007-02-22 00:00:00,2007-02-22 00:00:00,2017-02-21 00:00:00,54732.0,2009-10-28 00:00:00,2011-12-09 00:00:00,772.0,2.113620807665982,47666.37645448323,1.1482307670746434,0.138222294311785,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
797,"6 MW renewable energy project for a grid system by Gayatri Agro Industrial Power Limited, India",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 9.0,Registered,India,23738,ASP,2007-02-09 00:00:00,2001-03-01 00:00:00,2011-02-28 00:00:00,233093.0,2007-07-16 00:00:00,2012-10-29 00:00:00,1932.0,5.28952772073922,125562.80903490761,1.8563856749588807,0.6186314117848031,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
800,"4.2 MW Wind power project in Maharashtra, by Bharat Forge Limited",Det Norske Veritas- CUK,Wind: Wind,,AMS-I.D. 9.0,Registered,India,8234,ASP,2007-01-14 00:00:00,2002-01-01 00:00:00,2008-12-31 00:00:00,106466.0,2007-06-15 00:00:00,2024-06-06 00:00:00,6201.0,16.97741273100616,139792.01642710474,0.7616028634619291,-0.27233003571434855,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
802,Rice husk based cogeneration power plant-II at SBPML,TÜV SÜD South Asia Private Limited (TÜV SÜD),Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 9.0,Registered,India,13993,ASP,2007-01-15 00:00:00,2007-08-01 00:00:00,2017-07-31 00:00:00,58478.0,2009-10-02 00:00:00,2013-12-30 00:00:00,1550.0,4.243668720054757,59381.65639972621,0.9847822298245897,-0.015334748725762834,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
803,Bagasse based Co-generation Project at Titawi Sugar Complex,SGS United Kingdom Limited (SGS),Biomass Energy: Bagasse power,,ACM0006 3.0,Registered,India,21704,ASP,2007-03-10 00:00:00,2007-03-10 00:00:00,2017-03-09 00:00:00,58048.0,2010-12-28 00:00:00,2015-02-05 00:00:00,1500.0,4.1067761806981515,89133.47022587268,0.6512480648728346,-0.42886465732345164,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
804,Bagasse based Co-generation Project at Nanglamal Sugar Complex.,SGS United Kingdom Limited (SGS),Biomass Energy: Bagasse power,,ACM0006 3.0,Registered,India,65493,ASP,2007-03-17 00:00:00,2007-03-17 00:00:00,2017-03-16 00:00:00,197954.0,2010-03-15 00:00:00,2014-12-29 00:00:00,1750.0,4.791238877481177,313792.60780287476,0.6308434140180739,-0.46069760251693037,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
805,Bagasse based Co-generation Project at Mawana Sugar Works,SGS United Kingdom Limited (SGS),Biomass Energy: Bagasse power,,ACM0006 3.0,Registered,India,60267,ASP,2007-03-17 00:00:00,2007-03-17 00:00:00,2017-03-16 00:00:00,205616.0,2008-10-06 00:00:00,2015-02-05 00:00:00,2313.0,6.33264887063655,381649.74948665296,0.5387557578029821,-0.6184929502839669,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
806,Demand side energy efficiency programmes for specific technologies at ITC Bhadrachalam pulp and paper making facility in India,Det Norske Veritas- CUK,EE Industry: Paper,,AMS-I.D. 9.0; AMS-II.D. 7.0,Registered,India,21505,ASP,2007-02-19 00:00:00,2006-01-01 00:00:00,2015-12-31 00:00:00,103349.0,2008-09-05 00:00:00,2014-07-02 00:00:00,2126.0,5.820670773442847,125173.52498288843,0.8256458385599359,-0.1915893642845506,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
810,"Bagasse based Cogeneration Plant at Seohara, Uttar Pradesh.",TÜV SÜD South Asia Private Limited (TÜV SÜD),Biomass Energy: Bagasse power,,ACM0006 3.0,Registered,India,79723,ASP,2007-03-26 00:00:00,2007-05-28 00:00:00,2017-05-27 00:00:00,60788.0,2013-04-05 00:00:00,2013-04-05 00:00:00,0.0,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
813,Installation of co-generation project at sugar manufacturing unit of Mawana Sugars Limited,SGS United Kingdom Limited (SGS),Biomass Energy: Bagasse power,,ACM0006 3.0,Registered,India,26321,ASP,2007-03-17 00:00:00,2007-03-17 00:00:00,2017-03-16 00:00:00,41396.0,2011-03-30 00:00:00,2015-02-20 00:00:00,1423.0,3.89596167008898,102545.60711841205,0.4036837965394166,-0.9071233893094552,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
814,"Waste heat recovery from Process Gas Compressors (PGCs), Mumbai high south (offshore platform) and using the recovered heat to heat process heating oil",Det Norske Veritas- CUK,EE Industry: Petrochemicals,,AMS-II.D. 7.0,Registered,India,5320,ASP,2007-02-05 00:00:00,2007-02-05 00:00:00,2017-02-04 00:00:00,28920.0,2010-03-19 00:00:00,2014-02-14 00:00:00,1428.0,3.909650924024641,20799.34291581109,1.3904285398369873,0.32961200166829,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
816,"Varahi Tail Race Small Hydro Power Project of SPCL in Karnataka, India",TÜV SÜD South Asia Private Limited (TÜV SÜD),Hydro: Run of river,,ACM0002 6.0,Registered,India,100386,ASP,2007-03-23 00:00:00,2007-03-23 00:00:00,2017-03-22 00:00:00,702743.0,2009-03-02 00:00:00,2018-02-07 00:00:00,3264.0,8.936344969199178,897083.9260780286,0.7833637183449826,-0.24415817188775693,CDM,Hydro,False,False,False,LARGE,1,1,True,False,False,False,1
818,MSPSPL Waste Heat Recovery Based Captive Power Project,TÜV SÜD South Asia Private Limited (TÜV SÜD),EE own generation: Iron & steel heat,,ACM0004 2.0,Registered,India,59097,ASP,2007-03-24 00:00:00,2007-03-24 00:00:00,2017-03-23 00:00:00,225487.0,2009-01-09 00:00:00,2012-11-12 00:00:00,1403.0,3.8412046543463383,227003.67145790556,0.9933187360003258,-0.006703683560459018,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
821,Efficiency improvement of Turbine Generator to reduce fossil fuel consumption in the Coal fired boiler system,Det Norske Veritas- CUK,EE supply side: Power plant rehabilitation,,AMS-II.B. 7.0,Registered,India,3950,ASP,2007-02-10 00:00:00,2002-04-01 00:00:00,2012-03-30 00:00:00,17029.0,2007-05-14 00:00:00,2011-12-28 00:00:00,1689.0,4.6242299794661195,18265.708418891172,0.9322934325606492,-0.07010767204555422,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
826,Bagasse based Co-generation Power Project at Khatauli,TÜV SÜD South Asia Private Limited (TÜV SÜD),Biomass Energy: Bagasse power,,ACM0006 3.0,Registered,India,86808,ASP,2007-03-19 00:00:00,2007-03-19 00:00:00,2017-03-18 00:00:00,138355.0,2010-01-21 00:00:00,2013-03-06 00:00:00,1140.0,3.1211498973305956,270940.78028747434,0.510646643348418,-0.6720774282716767,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
827,Biomass based Cogeneration Power Project in Uttar Pradesh,SGS United Kingdom Limited (SGS),Biomass Energy: Black liquor,,ACM0006 3.0,Registered,India,33422,ASP,2007-04-01 00:00:00,2007-04-01 00:00:00,2014-03-31 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
832,GHG emission reduction through the installation of energy efficient vacuum creating system in the vacuum distillation column of petroleum refinery,Det Norske Veritas- CUK,EE Industry: Petrochemicals,,AM0018 1.1,Registered,India,135778,ASP,2007-04-01 00:00:00,2008-03-01 00:00:00,2018-02-28 00:00:00,,,,,,,,,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
836,"24 MW Chayadevi Mini Hydro Power Project in Karnataka, India",Det Norske Veritas- CUK,Hydro: Run of river,,ACM0002 6.0,Registered,India,42419,ASP,2007-03-30 00:00:00,2007-03-30 00:00:00,2017-03-29 00:00:00,393778.0,2008-07-14 00:00:00,2022-10-27 00:00:00,5218.0,14.286105407255304,606002.3052703628,0.6497962079934981,-0.4310964914159065,CDM,Hydro,False,False,False,LARGE,1,1,True,False,False,False,1
838,"GHG emission reduction by thermal oxidation of HFC 23 at Navin Fluorine International Limited (NFIL), Surat, Gujarat, India",Det Norske Veritas- CUK,HFCs: HFC23,,AM0001 4.0,Registered,India,2802150,ASP,2007-03-30 00:00:00,2007-05-01 00:00:00,2017-04-30 00:00:00,15649299.0,2008-02-13 00:00:00,2013-04-15 00:00:00,1888.0,5.169062286105407,14484487.885010267,1.080417832113704,0.07734784790350699,CDM,Industrial Gases,False,False,False,LARGE,1,1,False,True,False,False,1
847,Up-gradation of Gas Turbine 1 (GT 1) and Gas Turbine 2 (GT 2) at co-generation plant of Hazira Gas Processing Complex (HGPC) of Oil and Natural Gas Corporation Limited (ONGC),Det Norske Veritas- CUK,EE Industry: Petrochemicals,,AMS-II.D. 8.0,Registered,India,7802,ASP,2007-03-01 00:00:00,2007-04-01 00:00:00,2017-03-31 00:00:00,13271.0,2012-10-29 00:00:00,2013-05-31 00:00:00,214.0,0.5859000684462696,4571.1923340177955,2.9031812775061274,1.0658071279796049,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
849,"6 MW renewable energy project for a grid system by Sri Indra Power Energies Limited, India",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 9.0,Registered,India,17868,ASP,2007-03-03 00:00:00,2004-07-06 00:00:00,2014-07-05 00:00:00,203216.0,2007-06-11 00:00:00,2014-12-15 00:00:00,2744.0,7.512662559890486,134236.2546201232,1.5138682211827454,0.4146681110571245,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
850,"Installation of Plate Type Heat Exchanger for preheating combustion air of primary reformer and reducing heat loss to atmosphere through flue gases at Indo Gulf Fertilisers (A Unit of Aditya Birla Group), Jagdishpur.",TÜV SÜD South Asia Private Limited (TÜV SÜD),EE Industry: Chemicals,,AMS-II.D. 8.0,Registered,India,11808,ASP,2007-03-05 00:00:00,2007-03-05 00:00:00,2017-03-04 00:00:00,81756.0,2008-04-02 00:00:00,2016-07-25 00:00:00,3036.0,8.31211498973306,98149.45379876797,0.8329745794369999,-0.1827521541632969,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
852,"""Replacement of fossil fuel by biomass in Pyro-Processing"" in Rajasthan by M/s JK Lakshmi Cement Limited (JKLCL)",SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: other kinds,,ACM0003 4.0,Registered,India,183152,ASP,2007-04-29 00:00:00,2008-04-15 00:00:00,2018-04-14 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
853,"Waste heat utilization for power generation at Ind Synergy Ltd, Kotmar, Raigargh in Chattisgarh, India",SGS United Kingdom Limited (SGS),EE own generation: Iron & steel heat,,ACM0004 2.0,Registered,India,30222,ASP,2007-04-28 00:00:00,2007-04-28 00:00:00,2017-04-27 00:00:00,81023.0,2008-04-24 00:00:00,2011-11-11 00:00:00,1296.0,3.5482546201232035,107235.35112936345,0.7555624068620602,-0.28029289728960366,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
855,"Waste heat recovery based power plant at Hindustan Zinc Limited, Chanderia.",RWTÜV GmbH,EE own generation: Non-ferrous metals heat,,ACM0004 2.0,Registered,India,51609,ASP,2007-03-31 00:00:00,2007-03-31 00:00:00,2017-03-30 00:00:00,76226.0,2009-01-07 00:00:00,2011-12-01 00:00:00,1058.0,2.8966461327857633,149493.01026694046,0.5098967494459301,-0.6735470258267554,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
857,Middle and Lower Kolab Hydroelectric Projects,TÜV SÜD South Asia Private Limited (TÜV SÜD),Hydro: Run of river,,ACM0002 6.0,Registered,India,119224,ASP,2007-04-09 00:00:00,2009-01-26 00:00:00,2019-01-25 00:00:00,207143.0,2011-12-14 00:00:00,2011-12-14 00:00:00,0.0,,,,,CDM,Hydro,False,False,False,LARGE,1,1,True,False,False,False,1
858,Grasim Cement: Energy efficiency by up-gradation of  clinker cooler in cement manufacturing,SGS United Kingdom Limited (SGS),EE Industry: Cement,,AMS-II.D. 7.0,Registered,India,15157,ASP,2007-03-03 00:00:00,2004-10-01 00:00:00,2014-09-30 00:00:00,,,,,,,,,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
862,Allain Duhangan Hydroelectric Project (ADHP),Det Norske Veritas- CUK,Hydro: Run of river,,ACM0002 6.0,Registered,India,494668,ASP,2007-05-17 00:00:00,2010-06-01 00:00:00,2020-05-31 00:00:00,2943699.0,2012-08-24 00:00:00,2017-01-12 00:00:00,1602.0,4.386036960985626,2169632.1314168377,1.3567733245532607,0.30510932530301793,CDM,Hydro,False,False,False,LARGE,1,1,True,False,False,False,1
864,Waste heat recovery based captive power project in integrated Iron & Steel plant,Det Norske Veritas- CUK,EE own generation: Iron & steel heat,,ACM0004 2.0,Registered,India,8536,ASP,2007-07-06 00:00:00,2007-07-06 00:00:00,2017-07-05 00:00:00,,,,,,,,,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
865,26 MW Biomass (Cogeneration) based Power generation Project activity,Det Norske Veritas- CUK,Biomass Energy: Bagasse power,,ACM0006 4.0,Registered,India,40246,ASP,2007-04-08 00:00:00,2004-07-01 00:00:00,2014-06-30 00:00:00,96480.0,2009-06-22 00:00:00,2009-06-22 00:00:00,0.0,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
866,Reduction in Steam Consumption through Revamping of Ammonia Plant of Indian Farmers Fertiliser Cooperative Ltd (IFFCO) plants,Det Norske Veritas- CUK,EE Industry: Chemicals,,AM0018 1.1,Registered,India,295308,ASP,2007-04-15 00:00:00,2007-04-15 00:00:00,2017-04-14 00:00:00,623125.0,2011-05-27 00:00:00,2013-11-08 00:00:00,896.0,2.4531143052703626,724424.2792607802,0.8601658142046973,-0.15063010110474154,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
872,4.0 MW Power Plant Using Clinker Cooling Gas Waste Heat,Det Norske Veritas- CUK,EE own generation: Cement heat,,ACM0004 2.0,Registered,India,16871,ASP,2007-10-19 00:00:00,2007-10-19 00:00:00,2017-10-18 00:00:00,56894.0,2009-06-22 00:00:00,2012-10-25 00:00:00,1221.0,3.3429158110882957,56398.33264887064,1.0087886880311752,0.008750292313846823,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
881,6MW Biomass based Power Plant at Nellore.,RWTÜV GmbH,Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 9.0,Registered,India,17001,ASP,2007-03-09 00:00:00,2007-03-09 00:00:00,2014-03-08 00:00:00,40375.0,2011-03-25 00:00:00,2011-03-25 00:00:00,0.0,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
890,Efficient use of industrial biomass residue for thermal energy generation,Det Norske Veritas- CUK,Biomass Energy: Black liquor,,ACM0002 6.0; ACM0006 4.0,Registered,India,43161,ASP,2007-07-27 00:00:00,2003-01-01 00:00:00,2012-12-31 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
895,"20MW Samal Grid-connected Hydroelectric Project in Orissa, India",Det Norske Veritas- CUK,Hydro: Existing dam,,ACM0002 6.0,Registered,India,106789,ASP,2007-06-01 00:00:00,2009-05-31 00:00:00,2019-05-30 00:00:00,345213.0,2012-03-02 00:00:00,2015-06-05 00:00:00,1190.0,3.2580424366872007,347923.09377138945,0.9922106528140665,-0.007819842613596485,CDM,Hydro,False,False,False,LARGE,1,1,True,False,False,False,1
903,"“Patikari Hydro Electric Power Project in Distt-Mandi, Himachal Pradesh, India.”",TÜV SÜD South Asia Private Limited (TÜV SÜD),Hydro: Run of river,,ACM0002 6.0,Registered,India,58583,ASP,2007-04-16 00:00:00,2008-01-18 00:00:00,2018-01-17 00:00:00,214078.0,2009-04-22 00:00:00,2013-03-15 00:00:00,1423.0,3.89596167008898,228237.12251882273,0.9379631045004302,-0.06404466497081292,CDM,Hydro,False,False,False,LARGE,1,1,True,False,False,False,1
914,7.5 MW Non-Conventional Renewable Sources Biomass Power Project,TÜV Rheinland (China) Ltd. (TÜV Rheinland),Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 10.0,Registered,India,36139,ASP,2007-07-16 00:00:00,2007-07-16 00:00:00,2017-07-15 00:00:00,42286.0,2009-01-02 00:00:00,2011-03-31 00:00:00,818.0,2.239561943874059,80935.52908966462,0.5224652322115959,-0.6491968385789623,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
915,KM RE project,Bureau Veritas Certification Holding SAS (BVCH),Biomass Energy: Bagasse power,,ACM0006 4.0,Registered,India,59502,ASP,2007-04-28 00:00:00,2007-04-28 00:00:00,2017-04-27 00:00:00,123012.0,2009-08-19 00:00:00,2014-07-07 00:00:00,1783.0,4.8815879534565365,290464.24640657083,0.4235013483477643,-0.8591985810751097,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
919,"Malwa Industries, Ludhiana Small Scale Biomass Project",Bureau Veritas Certification Holding SAS (BVCH),Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 10.0,Registered,India,24873,ASP,2007-03-30 00:00:00,2007-03-30 00:00:00,2017-03-29 00:00:00,50475.0,2009-01-09 00:00:00,2009-07-29 00:00:00,201.0,0.5503080082135524,13687.81108829569,3.687587421714248,1.3049724289684428,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
921,"4.5MW grid-connected Sugur Mini Hydel Scheme at SLS Power Industries Ltd in Bellary District, Karnataka",RWTÜV GmbH,Hydro: Existing dam,,AMS-I.D. 9.0,Registered,India,8242,ASP,2007-03-24 00:00:00,2007-03-24 00:00:00,2014-03-23 00:00:00,61616.0,2008-06-23 00:00:00,2022-07-01 00:00:00,5121.0,14.020533880903491,115557.24024640657,0.5332076109520627,-0.628844416675814,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
923,"6.25 MW grid-connected Sattegala Mini Hydel Scheme at SLS Power Industries Ltd., in Chamarajanagar District, Karnataka",RWTÜV GmbH,Hydro: Existing dam,,AMS-I.D. 9.0,Registered,India,11448,ASP,2007-03-24 00:00:00,2007-03-24 00:00:00,2014-03-23 00:00:00,147832.0,2008-07-07 00:00:00,2022-01-27 00:00:00,4952.0,13.557837097878165,155210.11909650924,0.95246367221765,-0.04870331211264853,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
924,"Boiler Fuel Conversion at Perstorp Chemicals India Private Limited (PCIPL), Vapi, India",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: other kinds,,AMS-I.C. 8.0,Registered,India,17178,ASP,2007-04-08 00:00:00,2005-01-01 00:00:00,2014-12-31 00:00:00,32400.0,2008-02-29 00:00:00,2013-11-29 00:00:00,2100.0,5.749486652977413,98764.681724846,0.32805249239059925,-1.1145816456264548,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
926,"Biomass based power plant at Siltara, Raipur, Chhattisgarh, India.",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 9.0,Registered,India,36227,ASP,2007-04-15 00:00:00,2007-04-15 00:00:00,2017-04-14 00:00:00,46960.0,2014-01-16 00:00:00,2014-01-16 00:00:00,0.0,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
932,Energy Efficiency Measures At Paper Production Plant,Det Norske Veritas- CUK,EE Industry: Paper,,AMS-II.D. 7.0,Registered,India,2877,ASP,2007-03-19 00:00:00,2000-06-16 00:00:00,2010-06-15 00:00:00,40282.0,2008-10-27 00:00:00,2011-01-12 00:00:00,807.0,2.209445585215606,6356.574948665298,6.337060496464073,1.8464150168421387,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
934,"8.0 MW Biomass Based Power Project at Mahasamund, India",SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: rice husk,,AMS-I.D. 9.0,Registered,India,30852,ASP,2007-06-22 00:00:00,2007-06-22 00:00:00,2014-06-21 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
935,Methane recovery from waste water generated from wheat straw wash at Paper manufacturing unit of Shreyans Industries Limited (SIL),SGS United Kingdom Limited (SGS),Methane avoidance: Waste water,,AMS-III.H. 3.0,Registered,India,12578,ASP,2007-04-02 00:00:00,2007-04-02 00:00:00,2017-04-01 00:00:00,53684.0,2011-11-22 00:00:00,2015-08-07 00:00:00,1354.0,3.707049965776865,46627.27446954141,1.151343298761078,0.1409293465728365,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
936,Grid connected 13MW biomass power project in Maharashtra,SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 9.0,Registered,India,66785,ASP,2007-04-08 00:00:00,2008-11-29 00:00:00,2018-11-28 00:00:00,84514.0,2010-04-22 00:00:00,2013-03-15 00:00:00,1058.0,2.8966461327857633,193452.5119780972,0.43687207333636857,-0.8281148651034974,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
940,Switching of fuel from Natural Gas to Hydrogen in CCU-II at Dahej complex of GACL,Det Norske Veritas- CUK,EE own generation: Chemicals heat,,AMS-III.B. 9.0,Registered,India,8954,ASP,2007-04-06 00:00:00,2007-04-06 00:00:00,2017-04-05 00:00:00,,,,,,,,,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
942,"Boiler Fuel Conversion from RFO to Biomass Based Briquettes at Pfizer Limited, Thane (M.S.), India",Det Norske Veritas- CUK,Biomass Energy: Biomass briquettes or pellets,,AMS-I.C. 8.0,Registered,India,6198,ASP,2007-03-31 00:00:00,2007-04-01 00:00:00,2017-03-31 00:00:00,4685.0,2012-08-17 00:00:00,2012-08-17 00:00:00,0.0,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
943,"5 MW Renewable Energy Project for a Grid system, India at Beas Nallah in Kullu district of  Himachal Pradesh by M/s Sai Engineering Foundation",Det Norske Veritas- CUK,Hydro: Run of river,,AMS-I.D. 10.0,Registered,India,16853,ASP,2007-05-05 00:00:00,2007-05-05 00:00:00,2017-05-04 00:00:00,85749.0,2010-01-18 00:00:00,2013-03-19 00:00:00,1156.0,3.164955509924709,53338.995208761124,1.6076230844692667,0.4747567430750728,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
944,Low Grade Ore (LGO) beneficiation by Rajasthan State Mines & Minerals Limited,Det Norske Veritas- CUK,EE Industry: Mining,,AMS-II.D. 7.0,Registered,India,5286,ASP,2007-04-01 00:00:00,2004-01-01 00:00:00,2010-12-31 00:00:00,15025.0,2008-02-25 00:00:00,2008-02-25 00:00:00,0.0,,,,,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
945,"Methane Capture and use as fuel at Rajaram Maize Products, Chattisgarh",Det Norske Veritas- CUK,Methane avoidance: Waste water,,AMS-I.C. 8.0; AMS-III.H. 3.0,Registered,India,4609,ASP,2007-06-05 00:00:00,2007-06-05 00:00:00,2017-06-04 00:00:00,25178.0,2009-05-14 00:00:00,2011-02-07 00:00:00,634.0,1.7357973990417521,8000.290212183436,3.147135832854797,1.1464927797992792,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
946,"Improvement in energy efficiency of steam generation and power consumption at Recron Synthetics Limited, Allahabad",TÜV SÜD South Asia Private Limited (TÜV SÜD),EE supply side: Power plant rehabilitation,,AMS-II.B. 7.0; AMS-II.D. 7.0,Registered,India,5491,ASP,2007-03-31 00:00:00,2007-03-31 00:00:00,2017-03-30 00:00:00,11508.0,2010-01-04 00:00:00,2012-10-29 00:00:00,1029.0,2.817248459958932,15469.511293634496,0.7439149034226694,-0.29582862781067476,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
947,Biomass Based Cogeneration Units at Uttar Pradesh,TÜV SÜD South Asia Private Limited (TÜV SÜD),Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 8.0,Registered,India,53000,ASP,2007-08-29 00:00:00,2007-08-29 00:00:00,2017-08-28 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
948,"Lower Manair Mini Hydel Scheme at Kakatiya Canal located in Andhra Pradesh, India",TÜV SÜD South Asia Private Limited (TÜV SÜD),Hydro: Run of river,,AMS-I.D. 9.0,Registered,India,6366,ASP,2007-04-16 00:00:00,2007-03-05 00:00:00,2017-03-04 00:00:00,,,,,,,,,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
949,Fuel switch from fossil fuel to renewable biomass for thermal energy applications in Rajasthan,SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: other kinds,,AMS-I.C. 8.0,Registered,India,17475,ASP,2007-04-08 00:00:00,2007-04-08 00:00:00,2017-04-07 00:00:00,73271.0,2008-11-25 00:00:00,2012-09-07 00:00:00,1382.0,3.783709787816564,66120.32854209446,1.1081463388880952,0.10268865441273259,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
953,Birahi Ganga Hydro Electric Project,Det Norske Veritas- CUK,Hydro: Run of river,,AMS-I.D. 9.0,Registered,India,21868,ASP,2007-04-05 00:00:00,2009-12-31 00:00:00,2016-12-30 00:00:00,138679.0,2017-12-01 00:00:00,2021-03-25 00:00:00,1210.0,3.3127994524298425,72444.29842573579,1.9142845332702452,0.6493439409529826,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
